Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối,matched_txn_id,from,subject,kind,user_account,label
WLF15-CD-0196,****0001,CARD_PAYMENT,SUCCESS,398.98,USD,96.33,0.0,0.0,Booking.com,2026-05-09 05:27:00,,CD-0196,,,,,OTHER
WLF15-CD-0165,****0001,CARD_PAYMENT,SUCCESS,236.53,USD,96.33,0.0,0.0,Amazon,2026-05-08 09:06:00,,CD-0165,,,,,OTHER
WLF15-CD-0205,****0006,CARD_PAYMENT,SUCCESS,18.98,USD,84.19,0.0,0.0,Trial card spend,2026-05-07 14:00:00,,CD-0205,,,,,OTHER
WLF15-CD-0004,****0002,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,0.0,0.0,Subscription NETFLIX.COM,2026-05-06 18:48:00,,CD-0004,receipts@netflix.com,Your receipt from NETFLIX.COM,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0022,****0003,CARD_PAYMENT,SUCCESS,20.0,USD,1167.86,0.0,0.0,Subscription OPENAI *CHATGPT SUBSCR,2026-05-03 14:51:00,,CD-0022,receipts@openai.com,Your receipt from OPENAI,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0204,****0006,CARD_PAYMENT,SUCCESS,73.88,USD,84.19,0.0,0.0,Trial card spend,2026-05-03 10:00:00,,CD-0204,,,,,OTHER
WLF15-CD-0142,****0001,CARD_PAYMENT,SUCCESS,37.36,USD,96.33,0.0,0.0,Shopee,2026-05-02 12:27:00,,CD-0142,,,,,OTHER
WLF15-CD-0222,****0006,CARD_TOP_UP,SUCCESS,243.95,USD,84.19,0.0,0.0,Top-up from wallet,2026-05-02 09:00:00,,CD-0222,,,,,OTHER
WLF15-WL-0062,,WALLET_WITHDRAW,SUCCESS,243.95,USD,,0.0,0.0,Nạp vào thẻ Volcano Trial (VC06),2026-05-02 09:00:00,,WL-0062,,,,,OTHER
WLF15-CD-0066,****0001,CARD_PAYMENT,SUCCESS,15.15,USD,96.33,0.0,0.0,Steam,2026-05-01 02:32:00,,CD-0066,,,,,OTHER
WLF15-CD-0179,****0004,DECLINE_FEE,SUCCESS,0.59,EUR,116.86,0.0,0.0,FX fee for NAMECHEAP* DOMAIN,2026-04-30 14:22:00,,CD-0179,,,,,OTHER
WLF15-CD-0178,****0004,CARD_PAYMENT,SUCCESS,59.12,EUR,116.86,0.0,0.0,Namecheap,2026-04-30 14:21:00,,CD-0178,,,,,OTHER
WLF15-CD-0141,****0003,CARD_PAYMENT,SUCCESS,49.46,USD,1167.86,0.0,0.0,Amazon,2026-04-29 14:35:00,,CD-0141,noreply@shopee.com,Order confirmation - Shopee,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0075,****0001,CARD_PAYMENT,SUCCESS,9.87,USD,96.33,0.0,0.0,Vultr,2026-04-28 20:50:00,,CD-0075,noreply@google.com,Order confirmation - Google Ads,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0060,****0001,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,0.0,0.0,Subscription NORDVPN *MONTHLY,2026-04-28 17:28:00,,CD-0060,receipts@nordvpn.com,Your receipt from NORDVPN,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0159,****0001,CARD_PAYMENT,SUCCESS,23.62,USD,96.33,0.0,0.0,Grab,2026-04-28 06:56:00,,CD-0159,,,,,OTHER
WLF15-CD-0054,****0002,CARD_PAYMENT,SUCCESS,16.0,USD,355.72,0.0,0.0,Subscription CLOUDWAYS HOSTING,2026-04-27 16:50:00,,CD-0054,receipts@cloudways.com,Your receipt from CLOUDWAYS HOSTING,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0123,,WALLET_WITHDRAW,SUCCESS,351.65,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-04-27 14:00:00,,WL-0123,,,,,OTHER
WLF15-CD-0264,****0001,CARD_TOP_UP,SUCCESS,351.65,USD,96.33,0.0,0.0,Top-up from wallet,2026-04-27 14:00:00,,CD-0264,,,,,OTHER
WLF15-CD-0112,****0001,CARD_PAYMENT,SUCCESS,5.61,USD,96.33,0.0,0.0,Uber,2026-04-27 12:59:00,,CD-0112,,,,,OTHER
WLF15-WL-0121,,WALLET_WITHDRAW_BANK,SUCCESS,1889.98,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-27 12:01:00,,WL-0121,,,,,OTHER
WLF15-CD-0072,****0003,CARD_PAYMENT,SUCCESS,2.45,USD,1167.86,0.0,0.0,Uber,2026-04-27 06:02:00,,CD-0072,,,,,OTHER
WLF15-CD-0156,****0003,CARD_PAYMENT,SUCCESS,23.68,USD,1167.86,0.0,0.0,The Coffee House,2026-04-26 20:47:00,,CD-0156,noreply@shopee.com,Order confirmation - Shopee,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0263,****0004,CARD_TOP_UP,SUCCESS,491.29,EUR,116.86,0.0,0.0,Top-up from wallet,2026-04-26 19:00:00,,CD-0263,,,,,OTHER
WLF15-WL-0122,,WALLET_WITHDRAW,SUCCESS,491.29,USD,,0.0,0.0,Nạp vào thẻ Volcano EU (VC04),2026-04-26 19:00:00,,WL-0122,,,,,OTHER
WLF15-WL-0045,,WALLET_TOP_UP,SUCCESS,974.85,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-26 18:00:00,,WL-0045,,,,,OTHER
WLF15-WL-0013,,WALLET_TOP_UP,SUCCESS,1903.52,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-04-26 15:01:00,,WL-0013,,,,,OTHER
WLF15-WL-0118,,WALLET_WITHDRAW,SUCCESS,427.0,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-04-25 23:06:00,,WL-0118,,,,,OTHER
WLF15-CD-0260,****0001,CARD_TOP_UP,SUCCESS,427.0,USD,96.33,0.0,0.0,Top-up from wallet,2026-04-25 23:06:00,,CD-0260,,,,,OTHER
WLF15-CD-0259,****0003,CARD_TOP_UP,SUCCESS,468.44,USD,1167.86,0.0,0.0,Top-up from wallet,2026-04-25 19:06:00,,CD-0259,,,,,OTHER
WLF15-WL-0117,,WALLET_WITHDRAW,SUCCESS,468.44,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-04-25 19:06:00,,WL-0117,,,,,OTHER
WLF15-WL-0120,,WALLET_WITHDRAW,SUCCESS,363.49,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-04-25 18:06:00,,WL-0120,,,,,OTHER
WLF15-CD-0262,****0003,CARD_TOP_UP,SUCCESS,363.49,USD,1167.86,0.0,0.0,Top-up from wallet,2026-04-25 18:06:00,,CD-0262,,,,,OTHER
WLF15-WL-0119,,WALLET_WITHDRAW,SUCCESS,353.5,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-04-25 16:06:00,,WL-0119,,,,,OTHER
WLF15-CD-0261,****0003,CARD_TOP_UP,SUCCESS,353.5,USD,1167.86,0.0,0.0,Top-up from wallet,2026-04-25 16:06:00,,CD-0261,,,,,OTHER
WLF15-CD-0065,****0003,CARD_PAYMENT,SUCCESS,137.44,USD,1167.86,0.0,0.0,Shopee,2026-04-25 10:33:00,,CD-0065,,,,,OTHER
WLF15-WL-0044,,WALLET_TOP_UP,SUCCESS,1464.81,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-25 10:06:00,,WL-0044,,,,,OTHER
WLF15-WL-0114,,WALLET_WITHDRAW_BANK,SUCCESS,1700.52,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-24 21:01:00,,WL-0114,,,,,OTHER
WLF15-WL-0116,,WALLET_WITHDRAW_BANK,SUCCESS,2171.25,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-24 19:15:00,,WL-0116,,,,,OTHER
WLF15-CD-0203,****0004,DECLINE_FEE,SUCCESS,2.08,EUR,116.86,0.0,0.0,FX fee for SHOPEE *ORDER,2026-04-24 14:28:00,,CD-0203,,,,,OTHER
WLF15-CD-0202,****0004,CARD_PAYMENT,SUCCESS,207.92,EUR,116.86,0.0,0.0,Shopee,2026-04-24 14:27:00,,CD-0202,,,,,OTHER
WLF15-CD-0048,****0003,CARD_PAYMENT,SUCCESS,15.0,USD,1167.86,0.0,0.0,Subscription FIGMA.COM,2026-04-24 14:10:00,,CD-0048,receipts@figma.com,Your receipt from FIGMA.COM,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0029,,WALLET_TOP_UP,SUCCESS,2129.54,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-04-24 13:15:00,,WL-0029,,,,,OTHER
WLF15-CD-0258,****0002,CARD_TOP_UP,SUCCESS,327.87,USD,355.72,0.0,0.0,Top-up from wallet,2026-04-24 13:01:00,,CD-0258,,,,,OTHER
WLF15-WL-0115,,WALLET_WITHDRAW,SUCCESS,327.87,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-04-24 13:01:00,,WL-0115,,,,,OTHER
WLF15-WL-0043,,WALLET_TOP_UP,SUCCESS,2226.49,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-24 09:01:00,,WL-0043,,,,,OTHER
WLF15-CD-0091,****0001,CARD_PAYMENT,SUCCESS,55.92,USD,96.33,0.0,0.0,Apple,2026-04-23 16:24:00,,CD-0091,,,,,OTHER
WLF15-WL-0113,,WALLET_WITHDRAW_BANK,SUCCESS,2039.34,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-23 11:36:00,,WL-0113,,,,,OTHER
WLF15-WL-0027,,WALLET_TOP_UP,SUCCESS,1759.13,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-04-23 10:36:00,,WL-0027,,,,,OTHER
WLF15-CD-0257,****0002,CARD_TOP_UP,SUCCESS,251.69,USD,355.72,0.0,0.0,Top-up from wallet,2026-04-23 06:21:00,,CD-0257,,,,,OTHER
WLF15-WL-0112,,WALLET_WITHDRAW,SUCCESS,251.69,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-04-23 06:21:00,,WL-0112,,,,,OTHER
WLF15-WL-0028,,WALLET_TOP_UP,SUCCESS,247.89,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-04-23 02:39:00,,WL-0028,,,,,OTHER
WLF15-WL-0012,,WALLET_TOP_UP,SUCCESS,211.72,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-04-22 19:21:00,,WL-0012,,,,,OTHER
WLF15-CD-0154,****0003,CARD_PAYMENT,SUCCESS,8.75,USD,1167.86,0.0,0.0,Vultr,2026-04-22 00:34:00,,CD-0154,noreply@apple.com,Order confirmation - Apple,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0069,****0003,CARD_PAYMENT,SUCCESS,16.33,USD,1167.86,0.0,0.0,Grab,2026-04-21 23:37:00,,CD-0069,noreply@namecheap.com,Order confirmation - Namecheap,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0042,****0001,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,0.0,0.0,Subscription CANVA* PRO MONTHLY,2026-04-21 20:16:00,,CD-0042,receipts@canva.com,Your receipt from CANVA,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0256,****0003,CARD_TOP_UP,SUCCESS,488.67,USD,1167.86,0.0,0.0,Top-up from wallet,2026-04-21 16:38:00,,CD-0256,,,,,OTHER
WLF15-WL-0111,,WALLET_WITHDRAW,SUCCESS,488.67,USD,,0.0,0.0,Nạp vào thẻ Zenith Main (VC03),2026-04-21 16:38:00,,WL-0111,,,,,OTHER
WLF15-CD-0158,****0002,CARD_PAYMENT,SUCCESS,200.1,USD,355.72,0.0,0.0,Shopee,2026-04-21 11:43:00,,CD-0158,,,,,OTHER
WLF15-CD-0120,****0001,CARD_PAYMENT,SUCCESS,34.11,USD,96.33,0.0,0.0,The Coffee House,2026-04-21 02:26:00,,CD-0120,,,,,OTHER
WLF15-WL-0110,,WALLET_WITHDRAW_BANK,SUCCESS,2500.68,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-20 21:44:00,,WL-0110,,,,,OTHER
WLF15-WL-0011,,WALLET_TOP_UP,SUCCESS,444.29,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-04-20 20:38:00,,WL-0011,,,,,OTHER
WLF15-WL-0026,,WALLET_TOP_UP,SUCCESS,2512.67,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-04-20 14:44:00,,WL-0026,,,,,OTHER
WLF15-CD-0035,****0001,CARD_PAYMENT,SUCCESS,10.0,USD,96.33,0.0,0.0,Subscription PADDLE.NET* NOTION,2026-04-18 12:24:00,,CD-0035,receipts@paddle.com,Your receipt from PADDLE.NET,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0157,****0002,CARD_PAYMENT,SUCCESS,65.7,USD,355.72,0.0,0.0,Shopee,2026-04-18 06:15:00,,CD-0157,,,,,OTHER
WLF15-CD-0255,****0002,CARD_TOP_UP,SUCCESS,302.2,USD,355.72,0.0,0.0,Top-up from wallet,2026-04-16 16:59:00,,CD-0255,,,,,OTHER
WLF15-WL-0109,,WALLET_WITHDRAW,SUCCESS,302.2,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-04-16 16:59:00,,WL-0109,,,,,OTHER
WLF15-WL-0042,,WALLET_TOP_UP,SUCCESS,357.45,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-16 09:59:00,,WL-0042,,,,,OTHER
WLF15-CD-0253,****0001,CARD_TOP_UP,FAILURE,460.37,USD,96.33,0.0,0.0,Top-up from wallet,2026-04-15 15:02:00,,CD-0253,,,,,OTHER
WLF15-WL-0107,,WALLET_WITHDRAW,SUCCESS,460.37,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-04-15 15:02:00,,WL-0107,,,,,OTHER
WLF15-CD-0254,****0004,CARD_TOP_UP,SUCCESS,215.37,EUR,116.86,0.0,0.0,Top-up from wallet,2026-04-15 14:02:00,,CD-0254,,,,,OTHER
WLF15-WL-0108,,WALLET_WITHDRAW,SUCCESS,215.37,USD,,0.0,0.0,Nạp vào thẻ Volcano EU (VC04),2026-04-15 14:02:00,,WL-0108,,,,,OTHER
WLF15-CD-0152,****0002,CARD_PAYMENT,SUCCESS,32.66,USD,355.72,0.0,0.0,Amazon,2026-04-15 13:55:00,,CD-0152,,,,,OTHER
WLF15-WL-0106,,WALLET_WITHDRAW,SUCCESS,499.14,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-04-15 08:02:00,,WL-0106,,,,,OTHER
WLF15-CD-0252,****0001,CARD_TOP_UP,SUCCESS,499.14,USD,96.33,0.0,0.0,Top-up from wallet,2026-04-15 08:02:00,,CD-0252,,,,,OTHER
WLF15-CD-0028,****0003,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,0.0,0.0,Subscription ADOBE *CREATIVE CLD,2026-04-15 08:00:00,,CD-0028,receipts@adobe.com,Your receipt from ADOBE,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0105,,WALLET_WITHDRAW_BANK,SUCCESS,1098.53,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-15 04:02:00,,WL-0105,,,,,OTHER
WLF15-WL-0025,,WALLET_TOP_UP,SUCCESS,2318.76,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-04-14 22:02:00,,WL-0025,,,,,OTHER
WLF15-CD-0137,****0004,DECLINE_FEE,SUCCESS,1.99,EUR,116.86,0.0,0.0,FX fee for SHOPEE *ORDER,2026-04-14 15:56:00,,CD-0137,,,,,OTHER
WLF15-CD-0136,****0004,CARD_PAYMENT,SUCCESS,198.76,EUR,116.86,0.0,0.0,Shopee,2026-04-14 15:55:00,,CD-0136,,,,,OTHER
WLF15-CD-0015,****0002,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,0.0,0.0,Subscription GOOGLE *YOUTUBEPREM,2026-04-12 19:12:00,,CD-0015,receipts@google.com,Your receipt from GOOGLE,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0103,,WALLET_WITHDRAW_BANK,SUCCESS,1485.82,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-10 12:16:00,,WL-0103,,,,,OTHER
WLF15-WL-0104,,WALLET_WITHDRAW,SUCCESS,194.64,USD,,0.0,0.0,Nạp vào thẻ Volcano EU (VC04),2026-04-10 09:16:00,,WL-0104,,,,,OTHER
WLF15-CD-0251,****0004,CARD_TOP_UP,SUCCESS,194.64,EUR,116.86,0.0,0.0,Top-up from wallet,2026-04-10 09:16:00,,CD-0251,,,,,OTHER
WLF15-CD-0135,****0004,DECLINE_FEE,SUCCESS,0.41,EUR,116.86,0.0,0.0,FX fee for SHOPEE *ORDER,2026-04-10 04:31:00,,CD-0135,noreply@shopee.com,Order confirmation - Shopee,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0134,****0004,CARD_PAYMENT,SUCCESS,41.2,EUR,116.86,0.0,0.0,Shopee,2026-04-10 04:30:00,,CD-0134,,,,,OTHER
WLF15-WL-0041,,WALLET_TOP_UP,SUCCESS,1622.32,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-09 22:16:00,,WL-0041,,,,,OTHER
WLF15-CD-0009,****0002,CARD_PAYMENT,PROCESSING,9.99,USD,355.72,0.0,0.0,Subscription Spotify P0F2K,2026-04-09 14:39:00,,CD-0009,receipts@spotify.com,Your receipt from Spotify P0F2K,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0111,****0001,CARD_PAYMENT,SUCCESS,6.54,USD,96.33,0.0,0.0,Grab,2026-04-09 13:09:00,,CD-0111,noreply@uber.com,Order confirmation - Uber,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0166,****0002,CARD_PAYMENT,SUCCESS,425.39,USD,355.72,0.0,0.0,Facebook Ads,2026-04-09 05:18:00,,CD-0166,noreply@lazada.com,Order confirmation - Lazada,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0102,,WALLET_WITHDRAW_BANK,SUCCESS,1286.0,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-08 16:24:00,,WL-0102,,,,,OTHER
WLF15-CD-0155,****0003,CARD_PAYMENT,SUCCESS,45.51,USD,1167.86,0.0,0.0,Apple,2026-04-08 10:20:00,,CD-0155,,,,,OTHER
WLF15-CD-0173,****0001,CARD_PAYMENT,SUCCESS,43.54,USD,96.33,0.0,0.0,Steam,2026-04-08 08:32:00,,CD-0173,,,,,OTHER
WLF15-WL-0040,,WALLET_TOP_UP,SUCCESS,1277.73,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-08 08:24:00,,WL-0040,,,,,OTHER
WLF15-CD-0085,****0003,CARD_PAYMENT,SUCCESS,35.1,USD,1167.86,0.0,0.0,Steam,2026-04-07 11:16:00,,CD-0085,,,,,OTHER
WLF15-WL-0101,,WALLET_WITHDRAW,SUCCESS,418.88,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-04-07 05:52:00,,WL-0101,,,,,OTHER
WLF15-CD-0250,****0002,CARD_TOP_UP,SUCCESS,418.88,USD,355.72,0.0,0.0,Top-up from wallet,2026-04-07 05:52:00,,CD-0250,,,,,OTHER
WLF15-CD-0003,****0002,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,0.0,0.0,Subscription NETFLIX.COM,2026-04-06 19:52:00,,CD-0003,receipts@netflix.com,Your receipt from NETFLIX.COM,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0100,,WALLET_WITHDRAW,SUCCESS,515.14,USD,,0.0,0.0,Nạp vào thẻ Volcano Ads (VC01),2026-04-06 18:52:00,,WL-0100,,,,,OTHER
WLF15-CD-0249,****0001,CARD_TOP_UP,SUCCESS,515.14,USD,96.33,0.0,0.0,Top-up from wallet,2026-04-06 18:52:00,,CD-0249,,,,,OTHER
WLF15-WL-0024,,WALLET_TOP_UP,SUCCESS,973.99,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-04-06 17:52:00,,WL-0024,,,,,OTHER
WLF15-CD-0086,****0001,CARD_PAYMENT,SUCCESS,21.15,USD,96.33,0.0,0.0,Namecheap,2026-04-06 07:22:00,,CD-0086,,,,,OTHER
WLF15-CD-0125,****0002,CARD_PAYMENT,PENDING,70.36,USD,355.72,0.0,0.0,Booking.com,2026-04-05 21:59:00,,CD-0125,,,,,OTHER
WLF15-CD-0071,****0001,CARD_PAYMENT,SUCCESS,30.2,USD,96.33,0.0,0.0,Uber,2026-04-04 06:07:00,,CD-0071,,,,,OTHER
WLF15-CD-0076,****0002,CARD_PAYMENT,SUCCESS,104.79,USD,355.72,0.0,0.0,Google Ads,2026-04-03 18:25:00,,CD-0076,noreply@steam.com,Order confirmation - Steam,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0021,****0003,CARD_PAYMENT,SUCCESS,20.0,USD,1167.86,0.0,0.0,Subscription OPENAI *CHATGPT SUBSCR,2026-04-03 16:48:00,,CD-0021,receipts@openai.com,Your receipt from OPENAI,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0070,****0001,CARD_PAYMENT,SUCCESS,53.2,USD,96.33,0.0,0.0,Namecheap,2026-04-03 15:55:00,,CD-0070,noreply@uber.com,Order confirmation - Uber,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0099,,WALLET_WITHDRAW_BANK,SUCCESS,1132.61,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-02 17:03:00,,WL-0099,,,,,OTHER
WLF15-WL-0039,,WALLET_TOP_UP,SUCCESS,1092.7,USD,,0.0,0.0,Nhận & chuyển về ví: Amazon (USD),2026-04-02 03:03:00,,WL-0039,,,,,OTHER
WLF15-WL-0097,,WALLET_WITHDRAW_BANK,SUCCESS,1885.83,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-04-01 15:08:00,,WL-0097,,,,,OTHER
WLF15-CD-0248,****0002,CARD_TOP_UP,SUCCESS,331.09,USD,355.72,0.0,0.0,Top-up from wallet,2026-04-01 10:08:00,,CD-0248,,,,,OTHER
WLF15-WL-0098,,WALLET_WITHDRAW,SUCCESS,331.09,USD,,0.0,0.0,Nạp vào thẻ Volcano Subs (VC02),2026-04-01 10:08:00,,WL-0098,,,,,OTHER
WLF15-WL-0010,,WALLET_TOP_UP,SUCCESS,2139.53,USD,,0.0,0.0,Nhận & chuyển về ví: Payoneer (USD),2026-04-01 05:08:00,,WL-0010,,,,,OTHER
WLF15-CD-0188,****0002,CARD_PAYMENT,SUCCESS,17.73,USD,355.72,0.0,0.0,Grab,2026-03-31 20:09:00,,CD-0188,,,,,OTHER
WLF15-CD-0172,****0001,CARD_PAYMENT,SUCCESS,32.45,USD,96.33,0.0,0.0,Amazon,2026-03-29 08:28:00,,CD-0172,,,,,OTHER
WLF15-CD-0096,****0003,CARD_PAYMENT,SUCCESS,216.69,USD,1167.86,0.0,0.0,Lazada,2026-03-29 02:48:00,,CD-0096,,,,,OTHER
WLF15-CD-0079,****0001,CARD_PAYMENT,SUCCESS,11.51,USD,96.33,0.0,0.0,The Coffee House,2026-03-29 01:40:00,,CD-0079,,,,,OTHER
WLF15-CD-0059,****0001,CARD_PAYMENT,PROCESSING,3.99,USD,96.33,0.0,0.0,Subscription NORDVPN *MONTHLY,2026-03-28 17:29:00,,CD-0059,receipts@nordvpn.com,Your receipt from NORDVPN,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0127,****0004,DECLINE_FEE,SUCCESS,0.12,EUR,116.86,0.0,0.0,FX fee for SHOPEE *ORDER,2026-03-28 10:53:00,,CD-0127,,,,,OTHER
WLF15-CD-0126,****0004,CARD_PAYMENT,SUCCESS,11.73,EUR,116.86,0.0,0.0,Shopee,2026-03-28 10:52:00,,CD-0126,,,,,OTHER
WLF15-CD-0109,****0001,CARD_PAYMENT,SUCCESS,17.29,USD,96.33,0.0,0.0,Grab,2026-03-28 08:03:00,,CD-0109,noreply@apple.com,Order confirmation - Apple,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0183,****0003,CARD_PAYMENT,SUCCESS,216.75,USD,1167.86,0.0,0.0,Amazon,2026-03-27 19:56:00,,CD-0183,noreply@vultr.com,Order confirmation - Vultr,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0053,****0002,CARD_PAYMENT,SUCCESS,16.0,USD,355.72,0.0,0.0,Subscription CLOUDWAYS HOSTING,2026-03-27 13:22:00,,CD-0053,receipts@cloudways.com,Your receipt from CLOUDWAYS HOSTING,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0068,****0002,CARD_PAYMENT,SUCCESS,25.07,USD,355.72,0.0,0.0,Apple,2026-03-27 09:51:00,,CD-0068,,,,,OTHER
WLF15-CD-0100,****0003,CARD_PAYMENT,SUCCESS,15.84,USD,1167.86,0.0,0.0,Shopee,2026-03-26 13:15:00,,CD-0100,noreply@namecheap.com,Order confirmation - Namecheap,receipt,wealifytester,SUBSCRIPTION
WLF15-WL-0096,,WALLET_WITHDRAW_BANK,SUCCESS,1689.77,USD,,0.0,0.0,Rút về ngân hàng ACB ****2231,2026-03-25 05:27:00,,WL-0096,,,,,OTHER
WLF15-WL-0023,,WALLET_TOP_UP,SUCCESS,1801.08,USD,,0.0,0.0,Nhận & chuyển về ví: Paypal (USD),2026-03-24 17:27:00,,WL-0023,,,,,OTHER
WLF15-CD-0047,****0003,CARD_PAYMENT,SUCCESS,15.0,USD,1167.86,0.0,0.0,Subscription FIGMA.COM,2026-03-24 13:00:00,,CD-0047,receipts@figma.com,Your receipt from FIGMA.COM,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0186,****0002,CARD_PAYMENT,SUCCESS,84.8,USD,355.72,0.0,0.0,Amazon,2026-03-23 22:38:00,,CD-0186,,,,,OTHER
WLF15-CD-0104,****0002,CARD_PAYMENT,FAILURE,20.38,USD,355.72,0.0,0.0,Grab,2026-03-23 17:10:00,,CD-0104,,,,,OTHER
WLF15-CD-0041,****0001,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,0.0,0.0,Subscription CANVA* PRO MONTHLY,2026-03-21 12:57:00,,CD-0041,receipts@canva.com,Your receipt from CANVA,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0182,****0003,CARD_PAYMENT,SUCCESS,155.82,USD,1167.86,0.0,0.0,Lazada,2026-03-19 15:33:00,,CD-0182,,,,,OTHER
WLF15-CD-0175,****0001,CARD_PAYMENT,SUCCESS,18.79,USD,96.33,0.0,0.0,Shopee,2026-03-18 14:35:00,,CD-0175,noreply@apple.com,Order confirmation - Apple,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0115,****0002,CARD_PAYMENT,SUCCESS,248.04,USD,355.72,0.0,0.0,Facebook Ads,2026-03-18 12:45:00,,CD-0115,,,,,OTHER
WLF15-CD-0034,****0001,CARD_PAYMENT,SUCCESS,10.0,USD,96.33,0.0,0.0,Subscription PADDLE.NET* NOTION,2026-03-18 10:18:00,,CD-0034,receipts@paddle.com,Your receipt from PADDLE.NET,receipt,wealifytester,SUBSCRIPTION
WLF15-CD-0174,****0002,CARD_PAYMENT,SUCCESS,56.22,USD,355.72,0.0,0.0,Shopee,2026-03-18 01:37:00,,CD-0174,,,,,OTHER
WLF15-CD-0185,****0004,DECLINE_FEE,SUCCESS,0.17,EUR,116.86,0.0,0.0,FX fee for VULTR.COM* CLOUD,2026-03-15 21:18:00,,CD-0185,,,,,OTHER
