Mã giao dịch,Id,Số thẻ,Loại giao dịch,Trạng thái,Số tiền,Đơn vị tiền tệ,Số dư,Phí,Tỷ giá,Nội dung chuyển khoản,Thời gian,Lý do từ chối
WLF15-CD-0249,6fa5e6e6-f3e2-4deb-af21-0813b6395bad,****0002,CARD_TOP_UP,SUCCESS,418.88,USD,355.72,,,Top-up from wallet,2026-04-07 05:52:00,
WLF15-CD-0002,08cef21f-09b0-4528-a49f-64cbfdd9ce5c,****0002,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,,,Subscription NETFLIX.COM,2026-04-06 19:52:00,
WLF15-WL-0099,e3efda73-9480-44ab-a7a1-8489c589300d,,WALLET_WITHDRAW,SUCCESS,515.14,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-04-06 18:52:00,
WLF15-CD-0248,ec333e88-99bc-4f0d-a48c-3544cd237c76,****0001,CARD_TOP_UP,SUCCESS,515.14,USD,96.33,,,Top-up from wallet,2026-04-06 18:52:00,
WLF15-WL-0023,0bd84e46-b681-4c40-ac05-e9b0f3954685,,WALLET_TOP_UP,SUCCESS,973.99,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-04-06 17:52:00,
WLF15-CD-0085,68671393-4112-4362-a874-04c81d528517,****0001,CARD_PAYMENT,SUCCESS,21.15,USD,96.33,,,Namecheap,2026-04-06 07:22:00,
WLF15-CD-0124,656d5b1d-8b9e-4b6a-a5b0-43b6d643f728,****0002,CARD_PAYMENT,PENDING,70.36,USD,355.72,,,Booking.com,2026-04-05 21:59:00,
WLF15-CD-0070,13f77003-140c-459b-a5de-700338f8db37,****0001,CARD_PAYMENT,SUCCESS,30.2,USD,96.33,,,Uber,2026-04-04 06:07:00,
WLF15-CD-0075,965fb184-11e1-4fd6-a29e-043e9898c8e5,****0002,CARD_PAYMENT,SUCCESS,104.79,USD,355.72,,,Google Ads,2026-04-03 18:25:00,
WLF15-CD-0020,3ff81dce-bd18-465a-a677-e7e614cec129,****0003,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-04-03 16:48:00,
WLF15-CD-0069,fbe4c685-f885-4edb-aa44-d8559b2de9f9,****0001,CARD_PAYMENT,SUCCESS,53.2,USD,96.33,,,Namecheap,2026-04-03 15:55:00,
WLF15-WL-0098,26e0d7f9-16fa-4e65-a5af-54498a966852,,WALLET_WITHDRAW_BANK,SUCCESS,1132.61,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-02 17:03:00,
WLF15-WL-0038,e99699b4-1039-4fed-a769-aa63033f1f4f,,WALLET_TOP_UP,SUCCESS,1092.7,USD,,,,Nhận & chuyển về ví: Amazon (USD),2026-04-02 03:03:00,
WLF15-WL-0096,2cc632d2-6e0a-4034-a69e-7a4dc91a94d4,,WALLET_WITHDRAW_BANK,SUCCESS,1885.83,USD,,,,Rút về ngân hàng ACB ****2231,2026-04-01 15:08:00,
WLF15-CD-0247,48e3bd07-b6a5-4709-ad50-90d7fb282e80,****0002,CARD_TOP_UP,SUCCESS,331.09,USD,355.72,,,Top-up from wallet,2026-04-01 10:08:00,
WLF15-WL-0097,6c6eb435-72d1-4ea2-ab9a-cb29e68a09ec,,WALLET_WITHDRAW,SUCCESS,331.09,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-04-01 10:08:00,
WLF15-WL-0009,91988358-5a76-4905-a8a8-0f89ea7032ef,,WALLET_TOP_UP,SUCCESS,2139.53,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-04-01 05:08:00,
WLF15-CD-0187,d7d0cecf-2011-493a-a61b-ab2370b82275,****0002,CARD_PAYMENT,SUCCESS,17.73,USD,355.72,,,Grab,2026-03-31 20:09:00,
WLF15-CD-0171,86e60e15-6fb6-4653-a9e7-eac7b960ce74,****0001,CARD_PAYMENT,SUCCESS,32.45,USD,96.33,,,Amazon,2026-03-29 08:28:00,
WLF15-CD-0095,d09479f5-9798-4ad4-ab36-f7b94ce26573,****0003,CARD_PAYMENT,SUCCESS,216.69,USD,1167.86,,,Lazada,2026-03-29 02:48:00,
WLF15-CD-0078,67b7a045-3fe6-4f9a-a33b-ff79864414da,****0001,CARD_PAYMENT,SUCCESS,11.51,USD,96.33,,,The Coffee House,2026-03-29 01:40:00,
WLF15-CD-0058,c8bac6af-ea7f-4f56-a899-9bb0ad4f9b86,****0001,CARD_PAYMENT,PROCESSING,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-03-28 17:29:00,
WLF15-CD-0126,f3b6ad40-39b2-4030-ab75-0202af641216,****0004,DECLINE_FEE,SUCCESS,0.12,EUR,116.86,,,FX fee for SHOPEE *ORDER,2026-03-28 10:53:00,
WLF15-CD-0125,5dba3487-95c8-4156-a088-a5794c58c703,****0004,CARD_PAYMENT,SUCCESS,11.73,EUR,116.86,,,Shopee,2026-03-28 10:52:00,
WLF15-CD-0108,f077bd21-714e-4021-a6c5-b2cbb2eafc38,****0001,CARD_PAYMENT,SUCCESS,17.29,USD,96.33,,,Grab,2026-03-28 08:03:00,
WLF15-CD-0182,576bd2f1-4283-4563-af1b-de6ad2c160ac,****0003,CARD_PAYMENT,SUCCESS,216.75,USD,1167.86,,,Amazon,2026-03-27 19:56:00,
WLF15-CD-0052,c06d8876-e708-43fa-a56e-cc2311f8a99d,****0002,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-03-27 13:22:00,
WLF15-CD-0067,26d2bcca-9131-48dc-a641-8715cb3bc80d,****0002,CARD_PAYMENT,SUCCESS,25.07,USD,355.72,,,Apple,2026-03-27 09:51:00,
WLF15-CD-0099,8c79faf6-3f38-4229-ab01-3fcaf4806728,****0003,CARD_PAYMENT,SUCCESS,15.84,USD,1167.86,,,Shopee,2026-03-26 13:15:00,
WLF15-WL-0095,37087da2-5e1e-421b-a58e-0fea98bd0db6,,WALLET_WITHDRAW_BANK,SUCCESS,1689.77,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-25 05:27:00,
WLF15-WL-0022,7f61bfcf-6ccb-449c-a2a6-80b1a18b66a5,,WALLET_TOP_UP,SUCCESS,1801.08,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-03-24 17:27:00,
WLF15-CD-0046,588cd1e6-6396-4fa1-acb1-52ab58431e7d,****0003,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-03-24 13:00:00,
WLF15-CD-0185,55c5e37a-3887-47c8-ab20-54d606fffdc5,****0002,CARD_PAYMENT,SUCCESS,84.8,USD,355.72,,,Amazon,2026-03-23 22:38:00,
WLF15-CD-0103,dbd226ec-6fb2-4b5a-a19e-b0726476d8b1,****0002,CARD_PAYMENT,FAILURE,20.38,USD,355.72,,,Grab,2026-03-23 17:10:00,
WLF15-CD-0040,8a0a0acc-9067-4e33-a56f-92380e016bef,****0001,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-03-21 12:57:00,
WLF15-CD-0181,f85be6b3-aa32-43c0-ad6e-039822c44189,****0003,CARD_PAYMENT,SUCCESS,155.82,USD,1167.86,,,Lazada,2026-03-19 15:33:00,
WLF15-CD-0174,c38b1106-3fbe-4f4b-a0a5-891b5582ec0a,****0001,CARD_PAYMENT,SUCCESS,18.79,USD,96.33,,,Shopee,2026-03-18 14:35:00,
WLF15-CD-0114,95115cf1-c07f-463f-a246-3e079670e06f,****0002,CARD_PAYMENT,SUCCESS,248.04,USD,355.72,,,Facebook Ads,2026-03-18 12:45:00,
WLF15-CD-0033,ca451430-f397-442b-a30c-e56c591b4db0,****0001,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-03-18 10:18:00,
WLF15-CD-0173,5274d7b5-9ba2-4dcc-ac33-b5b3a30925bd,****0002,CARD_PAYMENT,SUCCESS,56.22,USD,355.72,,,Shopee,2026-03-18 01:37:00,
WLF15-CD-0184,b74eb3c9-bc11-4e04-a2bd-05d75d9bb85c,****0004,DECLINE_FEE,SUCCESS,0.17,EUR,116.86,,,FX fee for VULTR.COM* CLOUD,2026-03-15 21:18:00,
WLF15-CD-0183,0e9ddee4-0b44-45e2-a082-846545bbc7d2,****0004,CARD_PAYMENT,SUCCESS,17.16,EUR,116.86,,,Vultr,2026-03-15 21:17:00,
WLF15-CD-0026,94b735e1-4464-45a9-a4a6-1fa69a859a73,****0003,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-03-15 11:42:00,
WLF15-CD-0086,6e36be0b-67a7-4e71-aead-b5ba531434ef,****0002,CARD_PAYMENT,SUCCESS,72.25,USD,355.72,,,Lazada,2026-03-14 13:09:00,
WLF15-CD-0079,d11018eb-0754-4b0d-a03a-3656d4d9c2fd,****0001,CARD_PAYMENT,SUCCESS,229.41,USD,96.33,,,AliExpress,2026-03-12 23:58:00,
WLF15-CD-0138,450b009d-111d-4614-af84-399a6400a247,****0003,CARD_PAYMENT,SUCCESS,91.32,USD,1167.86,,,Shopee,2026-03-12 20:37:00,
WLF15-CD-0013,9dfa814f-c604-4043-a3d1-e0378de2e5d3,****0002,CARD_PAYMENT,SUCCESS,13.99,USD,355.72,,,Subscription GOOGLE *YOUTUBEPREM,2026-03-12 15:03:00,
WLF15-CD-0167,d2ac46f4-737c-4bc5-a7ff-3241c2e36905,****0004,DECLINE_FEE,SUCCESS,0.17,EUR,116.86,,,FX fee for LAZADA *MALL,2026-03-12 10:29:00,
WLF15-CD-0166,0f4ab22d-e59f-4b0c-a51f-d4c92bb877d4,****0004,CARD_PAYMENT,SUCCESS,16.5,EUR,116.86,,,Lazada,2026-03-12 10:28:00,
WLF15-CD-0107,34406efc-ca6c-44bf-af6f-ddb8b2b12592,****0004,DECLINE_FEE,SUCCESS,0.18,EUR,116.86,,,FX fee for NAMECHEAP* DOMAIN,2026-03-11 12:41:00,
WLF15-CD-0106,eadecafc-c349-4836-ad52-b752dc36ddb3,****0004,CARD_PAYMENT,SUCCESS,18.09,EUR,116.86,,,Namecheap,2026-03-11 12:40:00,
WLF15-CD-0066,7c6652c4-52da-4174-a2f7-e8a87836b0ee,****0001,CARD_PAYMENT,SUCCESS,8.47,USD,96.33,,,The Coffee House,2026-03-10 08:35:00,
WLF15-WL-0092,3d56d6a2-64db-49a5-a6d3-a86a9af7e5fc,,WALLET_WITHDRAW_BANK,SUCCESS,1583.66,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-09 19:41:00,
WLF15-CD-0245,169b3362-59dd-4c64-aa03-b88e3528993f,****0003,CARD_TOP_UP,SUCCESS,505.74,USD,1167.86,,,Top-up from wallet,2026-03-09 17:41:00,
WLF15-WL-0093,603c5472-0ecc-4277-a9fa-c0f73165b60d,,WALLET_WITHDRAW,SUCCESS,505.74,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-03-09 17:41:00,
WLF15-CD-0007,b10302cf-d575-44ef-a295-c816e7e49281,****0002,CARD_PAYMENT,FAILURE,9.99,USD,355.72,,,Subscription Spotify P0F2K,2026-03-09 14:17:00,
WLF15-CD-0246,275a60c0-fa96-4809-a0f8-fa617179082e,****0003,CARD_TOP_UP,SUCCESS,180.01,USD,1167.86,,,Top-up from wallet,2026-03-09 10:41:00,
WLF15-WL-0094,daa5564a-2eb9-4518-a0f0-c06291026b38,,WALLET_WITHDRAW,SUCCESS,180.01,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-03-09 10:41:00,
WLF15-WL-0021,761dd291-3028-43b5-aad2-ba787e977b1e,,WALLET_TOP_UP,SUCCESS,2245.76,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-03-09 00:41:00,
WLF15-CD-0243,10b52716-b811-4580-a320-b3f80b18b1ee,****0001,CARD_TOP_UP,SUCCESS,304.41,USD,96.33,,,Top-up from wallet,2026-03-08 22:56:00,
WLF15-WL-0090,ff9da4cb-83ad-44bf-a492-3e0158557b5c,,WALLET_WITHDRAW,SUCCESS,304.41,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-03-08 22:56:00,
WLF15-CD-0244,32df8334-f75e-4df3-a1af-ca4a9723d04f,****0004,CARD_TOP_UP,SUCCESS,241.91,EUR,116.86,,,Top-up from wallet,2026-03-08 20:56:00,
WLF15-WL-0091,c4de721e-7930-4a7d-a5de-c60181773d83,,WALLET_WITHDRAW,SUCCESS,241.91,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-03-08 20:56:00,
WLF15-WL-0088,1e8d3f70-7909-4dfd-a71d-0b5e8452a2cf,,WALLET_WITHDRAW_BANK,SUCCESS,1468.07,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-08 11:56:00,
WLF15-CD-0242,8f611b46-7d07-4336-a236-597218559a08,****0003,CARD_TOP_UP,SUCCESS,353.08,USD,1167.86,,,Top-up from wallet,2026-03-08 01:56:00,
WLF15-WL-0089,eefcfbe2-ad20-42cc-a176-e695bcb33059,,WALLET_WITHDRAW,SUCCESS,353.08,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-03-08 01:56:00,
WLF15-WL-0020,832783e7-5482-42a1-a34e-0cf9ac2f7cc6,,WALLET_TOP_UP,SUCCESS,2416.83,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-03-08 00:56:00,
WLF15-WL-0084,3d7cdc65-e940-47e7-a6bc-ef03f2999e23,,WALLET_WITHDRAW_BANK,SUCCESS,1331.82,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-07 21:30:00,
WLF15-WL-0086,de4e633e-75dd-4b5e-a866-435916a2149b,,WALLET_WITHDRAW,SUCCESS,411.84,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-03-07 21:30:00,
WLF15-CD-0240,fc6f1ed7-027f-456b-adc0-47cc74b663c0,****0003,CARD_TOP_UP,SUCCESS,411.84,USD,1167.86,,,Top-up from wallet,2026-03-07 21:30:00,
WLF15-WL-0087,326203eb-04aa-4c6b-a396-37bbf2fb86b2,,WALLET_WITHDRAW,SUCCESS,166.46,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-03-07 18:30:00,
WLF15-CD-0241,8aa08c7a-e277-4f00-a5a8-c65920941571,****0001,CARD_TOP_UP,SUCCESS,166.46,USD,96.33,,,Top-up from wallet,2026-03-07 18:30:00,
WLF15-CD-0239,37b28df5-20d9-4b21-aec9-341502e178b9,****0001,CARD_TOP_UP,SUCCESS,481.25,USD,96.33,,,Top-up from wallet,2026-03-07 15:30:00,
WLF15-WL-0085,68fb252b-45cf-4cff-abc4-76d325592f25,,WALLET_WITHDRAW,SUCCESS,481.25,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-03-07 15:30:00,
WLF15-WL-0008,6d160e9b-c915-4ed8-aaf0-db8b446f93e8,,WALLET_TOP_UP,SUCCESS,2421.86,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-03-07 08:30:00,
WLF15-WL-0082,55a14ed9-eef2-4193-a95f-cce166c69e70,,WALLET_WITHDRAW_BANK,SUCCESS,2241.53,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-07 06:04:00,
WLF15-WL-0083,ef431ccb-dc10-47b3-a5c4-6d6299d0e077,,WALLET_WITHDRAW,SUCCESS,161.11,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-03-06 23:04:00,
WLF15-CD-0238,f4925d7c-51f5-4fa0-a974-b3a0ffe05fbb,****0002,CARD_TOP_UP,SUCCESS,161.11,USD,355.72,,,Top-up from wallet,2026-03-06 23:04:00,
WLF15-WL-0007,908c0613-a6a0-4979-ae0b-8d977c39013c,,WALLET_TOP_UP,SUCCESS,2370.55,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-03-06 17:04:00,
WLF15-CD-0001,7b0f55f1-08db-4034-a0ea-6273c6e81943,****0002,CARD_PAYMENT,SUCCESS,15.49,USD,355.72,,,Subscription NETFLIX.COM,2026-03-06 13:19:00,
WLF15-WL-0080,4f4c1863-8e88-471b-aa73-5c75a5c024c3,,WALLET_WITHDRAW_BANK,SUCCESS,2216.74,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-05 03:26:00,
WLF15-CD-0082,0a72e13e-ebf9-4ed8-aeef-dfe746bb7872,****0002,CARD_PAYMENT,PROCESSING,33.89,USD,355.72,,,Namecheap,2026-03-04 21:55:00,
WLF15-WL-0081,14ed883a-96c1-4217-a0e1-bcda963fa28a,,WALLET_WITHDRAW,SUCCESS,286.3,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-03-04 17:26:00,
WLF15-CD-0237,ff9fa666-9dff-4463-aac5-a521bc026f22,****0001,CARD_TOP_UP,SUCCESS,286.3,USD,96.33,,,Top-up from wallet,2026-03-04 17:26:00,
WLF15-WL-0006,47890e01-6914-47cc-a206-51e27ce32a46,,WALLET_TOP_UP,SUCCESS,2531.07,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-03-04 11:26:00,
WLF15-WL-0077,a119cb9b-ab28-4892-a5cd-72f9ef025cd0,,WALLET_WITHDRAW_BANK,SUCCESS,978.09,USD,,,,Rút về ngân hàng ACB ****2231,2026-03-04 05:44:00,
WLF15-CD-0236,0bf654f5-a6d5-4962-afac-4d55938a4b8b,****0003,CARD_TOP_UP,SUCCESS,509.28,USD,1167.86,,,Top-up from wallet,2026-03-04 02:44:00,
WLF15-WL-0079,cd7c08e0-0f59-48e6-a0f0-2960bb1dae8c,,WALLET_WITHDRAW,SUCCESS,509.28,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-03-04 02:44:00,
WLF15-CD-0019,9cbf7e37-94c4-4691-a75e-7a2f51f6a90c,****0003,CARD_PAYMENT,SUCCESS,20,USD,1167.86,,,Subscription OPENAI *CHATGPT SUBSCR,2026-03-03 19:02:00,
WLF15-CD-0235,5794da65-d744-4d29-a6ef-8e3610e75802,****0002,CARD_TOP_UP,SUCCESS,476.82,USD,355.72,,,Top-up from wallet,2026-03-03 16:44:00,
WLF15-WL-0078,b178c1d7-c9ff-4067-a501-18d11160354b,,WALLET_WITHDRAW,SUCCESS,476.82,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-03-03 16:44:00,
WLF15-WL-0005,ea0f0604-04b2-4e23-ae76-25a06920a83c,,WALLET_TOP_UP,SUCCESS,1828.43,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-03-03 14:44:00,
WLF15-CD-0057,12c1cb18-9b4f-4515-acb5-f7be52352225,****0001,CARD_PAYMENT,SUCCESS,3.99,USD,96.33,,,Subscription NORDVPN *MONTHLY,2026-02-28 14:09:00,
WLF15-WL-0076,68e43826-f069-40d8-a011-90258c318774,,WALLET_WITHDRAW,SUCCESS,261.32,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-02-28 10:25:00,
WLF15-CD-0234,b8d8b457-0d27-42bb-a313-c03cba9e7789,****0002,CARD_TOP_UP,SUCCESS,261.32,USD,355.72,,,Top-up from wallet,2026-02-28 10:25:00,
WLF15-CD-0051,1deae6e2-1d19-410d-a2d9-27b998746921,****0002,CARD_PAYMENT,SUCCESS,16,USD,355.72,,,Subscription CLOUDWAYS HOSTING,2026-02-27 17:31:00,
WLF15-CD-0208,ddf89d24-eaf8-4ddb-a32f-c3664e136edb,****0005,CARD_PAYMENT,SUCCESS,6.5,USD,2,,,Old card,2026-02-27 16:00:00,
WLF15-WL-0004,71d1241e-6868-49fa-a338-e2914c4a6905,,WALLET_TOP_UP,SUCCESS,392.97,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-02-27 14:25:00,
WLF15-CD-0232,8dd75187-925e-47b1-a0e1-1bac2c7fdf2a,****0003,CARD_TOP_UP,SUCCESS,507.6,USD,1167.86,,,Top-up from wallet,2026-02-26 17:49:00,
WLF15-WL-0074,8e4668da-5d09-4292-a336-9d6ec7e2382c,,WALLET_WITHDRAW,SUCCESS,507.6,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-02-26 17:49:00,
WLF15-WL-0073,fe9c86cd-a8b1-4053-a675-dd78e1c21ad4,,WALLET_WITHDRAW_BANK,SUCCESS,1154.46,USD,,,,Rút về ngân hàng ACB ****2231,2026-02-26 13:49:00,
WLF15-CD-0233,789765e7-1fd7-4daa-af6b-08432d8f4f21,****0004,CARD_TOP_UP,SUCCESS,173.81,EUR,116.86,,,Top-up from wallet,2026-02-26 03:49:00,
WLF15-WL-0075,95162f6a-83ae-41a1-add7-29ecf88faac4,,WALLET_WITHDRAW,SUCCESS,173.81,USD,,,,Nạp vào thẻ Volcano EU (VC04),2026-02-26 03:49:00,
WLF15-WL-0019,0b0ef9e0-e5bd-4444-a421-c9ebec40aeb1,,WALLET_TOP_UP,SUCCESS,1780.6,USD,,,,Nhận & chuyển về ví: Paypal (USD),2026-02-25 22:49:00,
WLF15-WL-0069,3151da64-7f5d-4648-a849-cef6726a9f09,,WALLET_WITHDRAW,SUCCESS,473.01,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-02-25 21:54:00,
WLF15-CD-0228,bdc224ca-53e9-43f1-a006-9dd381b170a6,****0001,CARD_TOP_UP,SUCCESS,473.01,USD,96.33,,,Top-up from wallet,2026-02-25 21:54:00,
WLF15-WL-0068,86a42830-0bf6-49a3-a177-78a97ec0ddf5,,WALLET_WITHDRAW,SUCCESS,382.98,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-02-25 10:54:00,
WLF15-CD-0227,bf090319-20e5-44af-a02a-f5126941a5aa,****0002,CARD_TOP_UP,SUCCESS,382.98,USD,355.72,,,Top-up from wallet,2026-02-25 10:54:00,
WLF15-WL-0071,abf90e6b-5605-4931-a271-48a5abdabf9b,,WALLET_WITHDRAW,SUCCESS,433.8,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-02-25 06:54:00,
WLF15-CD-0230,be5f86e5-9281-4b9c-a1ff-35a19c539053,****0001,CARD_TOP_UP,SUCCESS,433.8,USD,96.33,,,Top-up from wallet,2026-02-25 06:54:00,
WLF15-CD-0229,5f8a5803-08cb-4a40-a77f-32de8d06f3a5,****0003,CARD_TOP_UP,SUCCESS,187.15,USD,1167.86,,,Top-up from wallet,2026-02-25 03:54:00,
WLF15-WL-0070,bf4dd0f4-60bf-494e-a957-687a1bd627f4,,WALLET_WITHDRAW,SUCCESS,187.15,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-02-25 03:54:00,
WLF15-CD-0231,35ac1b9c-09d6-46d4-a289-d8b8b113fc1b,****0003,CARD_TOP_UP,SUCCESS,93.78,USD,1167.86,,,Top-up from wallet,2026-02-25 01:54:00,
WLF15-WL-0072,a0d6df76-b640-4303-aaa7-cb2577c1192b,,WALLET_WITHDRAW,SUCCESS,93.78,USD,,,,Nạp vào thẻ Zenith Main (VC03),2026-02-25 01:54:00,
WLF15-WL-0003,b2865423-69a0-4047-af7a-39b9be5d9d07,,WALLET_TOP_UP,SUCCESS,1556.82,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-02-25 00:54:00,
WLF15-CD-0045,4e8a3fa8-10a9-4794-aeee-4697fd068aac,****0003,CARD_PAYMENT,SUCCESS,15,USD,1167.86,,,Subscription FIGMA.COM,2026-02-24 12:13:00,
WLF15-CD-0101,118044fb-2848-4abe-a600-232ab4459df2,****0003,CARD_PAYMENT,PROCESSING,596,USD,1167.86,,,Booking.com,2026-02-23 10:28:00,
WLF15-CD-0121,bba39a9d-45f4-4f90-afba-a921ac7071d9,****0002,CARD_PAYMENT,SUCCESS,302.13,USD,355.72,,,Google Ads,2026-02-22 01:58:00,
WLF15-CD-0039,dcfcbb1d-1ba1-4338-ad38-c0b9032dbfaa,****0001,CARD_PAYMENT,SUCCESS,12.99,USD,96.33,,,Subscription CANVA* PRO MONTHLY,2026-02-21 10:03:00,
WLF15-CD-0207,77e24edc-b9df-40c6-af19-892e28c7ad89,****0005,CARD_PAYMENT,SUCCESS,41.2,USD,2,,,Old card,2026-02-20 11:00:00,
WLF15-WL-0066,ec69827c-3261-4e96-a2ef-e145daca9108,,WALLET_WITHDRAW_BANK,SUCCESS,1441.55,USD,,,,Rút về ngân hàng ACB ****2231,2026-02-20 07:05:00,
WLF15-WL-0067,1f6d5f84-c6b8-465c-a6c3-b3f012582fb3,,WALLET_WITHDRAW,SUCCESS,285.23,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-02-19 17:05:00,
WLF15-CD-0226,845ef066-e782-4d6e-acbb-8f923d6ded14,****0002,CARD_TOP_UP,SUCCESS,285.23,USD,355.72,,,Top-up from wallet,2026-02-19 17:05:00,
WLF15-WL-0002,ca87c2ec-1760-4b26-a55a-a2011aa139f1,,WALLET_TOP_UP,SUCCESS,1775.44,USD,,,,Nhận & chuyển về ví: Payoneer (USD),2026-02-19 12:05:00,
WLF15-CD-0032,4a44a5e3-c75e-4d74-a0fe-25d30dfbccef,****0001,CARD_PAYMENT,SUCCESS,10,USD,96.33,,,Subscription PADDLE.NET* NOTION,2026-02-18 16:03:00,
WLF15-CD-0220,0941ec50-49cc-4175-a2e6-07f0abcb2afa,****0005,CARD_TOP_UP,SUCCESS,49.7,USD,2,,,Top-up from wallet,2026-02-17 09:00:00,
WLF15-WL-0060,abcdd49e-cafe-4cbd-ad8e-ee466d18e0d7,,WALLET_WITHDRAW,SUCCESS,49.7,USD,,,,Nạp vào thẻ Zenith Old (VC05),2026-02-17 09:00:00,
WLF15-WL-0065,83cd8366-5a2f-4441-ab02-17226ff15624,,WALLET_WITHDRAW,SUCCESS,49.09,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-02-16 03:00:00,
WLF15-CD-0225,bb3c52cd-e2ec-4c5f-a991-6f0c94430186,****0002,CARD_TOP_UP,SUCCESS,49.09,USD,355.72,,,Top-up from wallet,2026-02-16 03:00:00,
WLF15-WL-0064,579e5948-7131-40f1-aeda-1c4387c1d1a2,,WALLET_WITHDRAW,SUCCESS,243.51,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-02-16 02:00:00,
WLF15-WL-0063,724a7ae0-9364-49f6-a081-28d0167809cb,,WALLET_WITHDRAW,SUCCESS,220.59,USD,,,,Nạp vào thẻ Volcano Subs (VC02),2026-02-16 02:00:00,
WLF15-CD-0223,a060a60e-b09d-42c9-ad64-628ecbfcdffc,****0002,CARD_TOP_UP,PROCESSING,220.59,USD,355.72,,,Top-up from wallet,2026-02-16 02:00:00,
WLF15-CD-0224,a7928918-338d-4841-ac30-3011c5a1194f,****0002,CARD_TOP_UP,SUCCESS,243.51,USD,355.72,,,Top-up from wallet,2026-02-16 02:00:00,
WLF15-CD-0222,1ab727ba-c595-487c-afdf-8b65bb844343,****0001,CARD_TOP_UP,SUCCESS,205.36,USD,96.33,,,Top-up from wallet,2026-02-15 23:00:00,
WLF15-WL-0062,4baed14a-2a0d-4dcc-a2f1-533ae6dfe3e5,,WALLET_WITHDRAW,SUCCESS,205.36,USD,,,,Nạp vào thẻ Volcano Ads (VC01),2026-02-15 23:00:00,
WLF15-CD-0092,07dc931d-0720-4b16-a62b-6ef215444eaf,****0001,CARD_PAYMENT,SUCCESS,2.77,USD,96.33,,,Grab,2026-02-15 22:12:00,
WLF15-CD-0025,3e5f3853-a2f2-4983-ae0d-23d3d77348cb,****0003,CARD_PAYMENT,SUCCESS,54.99,USD,1167.86,,,Subscription ADOBE *CREATIVE CLD,2026-02-15 15:32:00,
WLF15-WL-0001,7410da70-84b5-4c2d-a17a-5008f35b90a2,,WALLET_TOP_UP,SUCCESS,1500,USD,,,,Số dư đầu kỳ (nạp ví khởi tạo),2026-02-15 08:00:00,
